customer_id,gender,senior_citizen,partner,dependents,tenure_months,contract_type,internet_service,multiple_lines,online_security,tech_support,streaming_tv,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST-118180,Female,0,No,No,48,One year,Fiber optic,Yes,Yes,Yes,No,Yes,Mailed check,79.48,3797.77,0
CUST-118181,Female,0,Yes,No,32,Two year,Fiber optic,No,Yes,No,No,No,Mailed check,90.52,2912.77,0
CUST-118182,Female,0,Yes,No,13,Month-to-month,Fiber optic,No,No,No,No,Yes,Bank transfer (automatic),83.23,1083.18,1
CUST-118183,Male,0,Yes,No,43,Month-to-month,Fiber optic,No,No internet service,No internet service,Yes,No,Bank transfer (automatic),75.77,3287.19,1
CUST-118184,Male,1,No,Yes,59,Month-to-month,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),28.14,1652.24,0
CUST-118185,Female,0,No,No,25,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,Mailed check,85.15,2123.58,1
CUST-118186,Female,0,No,Yes,53,One year,No,No,No,No,Yes,No,Credit card (automatic),31.54,,0
CUST-118187,Male,0,No,Yes,13,Two year,No,No,No,No,Yes,Yes,Credit card (automatic),27.26,342.17,0
CUST-118188,Male,0,No,No,37,Two year,Fiber optic,No,Yes,No internet service,Yes,No,Credit card (automatic),76.01,2831.91,0
CUST-118189,Male,0,Yes,No,65,One year,DSL,No,No,No,Yes,No,Credit card (automatic),63.29,4135.7,0
CUST-118190,Female,0,Yes,No,65,Month-to-month,DSL,Yes,Yes,Yes,Yes,Yes,Electronic check,70.01,4507.09,0
CUST-118191,Male,0,Yes,No,66,Two year,Fiber optic,No,No,Yes,Yes,No,Bank transfer (automatic),90.31,5954.18,0
CUST-118192,Male,0,Yes,Yes,8,Month-to-month,No,No,No internet service,No,Yes,No,Electronic check,30.48,233.17,0
CUST-118193,Male,0,Yes,Yes,71,Month-to-month,DSL,No,No,No internet service,Yes,Yes,Electronic check,51.58,3625.33,1
CUST-118194,Male,0,Yes,Yes,13,One year,DSL,No,Yes,No,Yes,Yes,Mailed check,63.28,823.94,0
CUST-118195,Male,1,No,Yes,72,Month-to-month,DSL,No,No internet service,No internet service,Yes,No,Mailed check,53.27,3831.44,0
CUST-118196,Male,1,Yes,Yes,49,Two year,DSL,No,No internet service,No,No,Yes,Electronic check,47.66,2365.27,0
CUST-118197,Female,0,Yes,Yes,9,Month-to-month,No,Yes,No internet service,No internet service,No internet service,No,Electronic check,25.66,206.14,1
CUST-118198,Female,0,No,No,26,Month-to-month,DSL,No,Yes,No,Yes,No,Credit card (automatic),66.43,1758.8,1
CUST-118199,Male,1,No,No,55,Month-to-month,Fiber optic,No,No internet service,No,No internet service,Yes,Electronic check,71.68,3932.76,1
CUST-118200,Female,1,Yes,Yes,11,One year,Fiber optic,Yes,No,Yes,No,Yes,Electronic check,85.61,962.2,1
CUST-118201,Female,0,Yes,No,24,One year,No,Yes,No,No internet service,Yes,No,Electronic check,43.66,1084.71,0
CUST-118202,Female,0,No,Yes,66,Month-to-month,Fiber optic,Yes,No internet service,Yes,No,No,Mailed check,89.52,5911.24,1
CUST-118203,Female,1,No,No,53,Month-to-month,No,Yes,No,No,No,Yes,Electronic check,34.53,1846.48,0
CUST-118204,Male,1,Yes,Yes,53,Two year,No,Yes,No,Yes,No,No,Electronic check,42.91,2288.38,0
CUST-118205,Female,0,No,No,10,Two year,DSL,No,No,No,No internet service,Yes,Electronic check,38.74,346.29,0
CUST-118206,Female,0,No,No,22,Two year,Fiber optic,No,No,No,No,Yes,Electronic check,79.13,1743.45,0
CUST-118207,Female,0,Yes,Yes,9,One year,DSL,No,Yes,No,Yes,Yes,Mailed check,63.64,586.03,0
CUST-118208,Female,0,Yes,Yes,15,Month-to-month,Fiber optic,No,Yes,No,No internet service,No,Bank transfer (automatic),81.51,1222.04,1
CUST-118209,Female,0,No,No,39,Month-to-month,No,Yes,No,No,Yes,Yes,Bank transfer (automatic),28.28,1091.36,1
CUST-118210,Female,0,No,No,32,Month-to-month,DSL,No,No internet service,No,No,No,Bank transfer (automatic),51.29,1637.11,0
CUST-118211,Male,0,No,No,29,Month-to-month,DSL,No,No,Yes,Yes,No,Mailed check,61.73,1766.18,1
CUST-118212,Male,0,No,Yes,13,Month-to-month,Fiber optic,No,No,No,No,Yes,Electronic check,59.98,796.26,1
CUST-118213,Female,1,Yes,Yes,42,Month-to-month,No,No,No,No,No,Yes,Bank transfer (automatic),18.0,741.45,1
CUST-118214,Female,0,Yes,No,70,One year,No,No,No,Yes,No,Yes,Electronic check,23.63,1652.32,0
CUST-118215,Male,1,Yes,Yes,13,Two year,Fiber optic,No,Yes,No internet service,No internet service,Yes,Bank transfer (automatic),73.54,974.77,1
CUST-118216,Male,0,Yes,Yes,66,Month-to-month,DSL,Yes,Yes,Yes,No internet service,Yes,Bank transfer (automatic),53.3,3535.62,0
CUST-118217,Female,0,No,Yes,15,Month-to-month,DSL,No,No,No internet service,Yes,Yes,Mailed check,47.84,689.93,0
CUST-118218,Female,0,Yes,No,69,Two year,Fiber optic,Yes,No internet service,No internet service,No,No,Bank transfer (automatic),90.93,6271.34,0
CUST-118219,Male,0,Yes,Yes,40,Month-to-month,Fiber optic,No,No,No,Yes,Yes,Electronic check,84.6,3391.52,1
CUST-118220,Male,0,Yes,No,25,Month-to-month,No,Yes,No,No internet service,Yes,No,Bank transfer (automatic),29.17,718.03,0
CUST-118221,Female,0,No,No,29,Month-to-month,Fiber optic,No,No,Yes,No,Yes,Credit card (automatic),76.66,2206.84,1
CUST-118222,Female,0,Yes,No,30,Month-to-month,No,Yes,Yes,No,No,Yes,Credit card (automatic),38.26,1168.78,0
CUST-118223,Female,0,Yes,Yes,23,One year,DSL,No,No,No,No internet service,Yes,Bank transfer (automatic),45.68,,0
CUST-118224,Female,0,No,No,61,One year,No,No,Yes,Yes,Yes,No,Mailed check,44.39,2683.11,0
CUST-118225,Male,1,Yes,Yes,49,One year,Fiber optic,No,No internet service,No,No,Yes,Credit card (automatic),66.23,3248.94,0
CUST-118226,Male,0,Yes,No,6,Month-to-month,Fiber optic,No,No,Yes,Yes,Yes,Electronic check,80.09,489.5,1
CUST-118227,Male,0,No,No,37,One year,No,No,No internet service,Yes,Yes,No,Mailed check,35.5,1349.24,0
CUST-118228,Female,0,Yes,Yes,23,Month-to-month,No,Yes,No,No internet service,No internet service,Yes,Bank transfer (automatic),27.52,645.67,0
CUST-118229,Male,0,No,No,48,Two year,DSL,No,No,No,Yes,No,Electronic check,50.17,2390.44,0
CUST-118230,Male,0,No,Yes,28,Month-to-month,No,No,No,Yes,No,Yes,Credit card (automatic),23.23,682.74,0
CUST-118231,Female,1,No,Yes,69,Month-to-month,DSL,Yes,No,No,Yes,Yes,Credit card (automatic),70.61,4860.11,1
CUST-118232,Female,0,No,Yes,29,Two year,No,Yes,No internet service,No,No,No,Credit card (automatic),39.08,1146.78,0
CUST-118233,Male,0,No,No,70,One year,Fiber optic,No,Yes,No internet service,No,Yes,Bank transfer (automatic),77.98,5465.35,0
CUST-118234,Male,0,Yes,Yes,66,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Yes,Electronic check,99.29,6535.58,1
CUST-118235,Male,0,Yes,No,13,Month-to-month,DSL,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),83.55,1102.88,0
CUST-118236,Male,0,No,No,22,Month-to-month,Fiber optic,No,Yes,Yes,Yes,Yes,Electronic check,90.31,1994.78,1
CUST-118237,Female,0,No,Yes,67,Month-to-month,DSL,No,No,Yes,No,Yes,Mailed check,52.28,3478.53,0
CUST-118238,Female,0,No,No,12,Month-to-month,DSL,Yes,Yes,Yes,No internet service,No,Credit card (automatic),73.91,882.52,1
CUST-118239,Male,0,No,No,48,Two year,Fiber optic,Yes,No,No,No,No,Electronic check,86.31,4140.37,0
CUST-118240,Male,0,Yes,No,17,Month-to-month,DSL,No,No,No,No,Yes,Credit card (automatic),56.76,990.49,1
CUST-118241,Male,0,No,Yes,56,Month-to-month,DSL,No,No,No,No internet service,Yes,Electronic check,44.31,2483.1,1
CUST-118242,Male,1,Yes,Yes,10,Month-to-month,No,No,No,No,Yes,Yes,Credit card (automatic),29.32,273.51,1
CUST-118243,Male,0,No,No,39,Two year,Fiber optic,No,No internet service,No,Yes,No,Credit card (automatic),83.65,3246.73,0
CUST-118244,Male,0,No,No,49,One year,No,No,Yes,No internet service,No internet service,Yes,Electronic check,31.5,1547.99,0
CUST-118245,Female,0,Yes,Yes,49,Month-to-month,Fiber optic,No,No,No internet service,No internet service,No,Electronic check,69.9,3422.58,1
CUST-118246,Female,0,Yes,No,59,One year,Fiber optic,No,No,No internet service,No,Yes,Mailed check,83.83,4959.66,0
CUST-118247,Male,1,Yes,No,55,Month-to-month,DSL,No,No internet service,Yes,Yes,Yes,Credit card (automatic),62.1,3399.73,0
CUST-118248,Female,0,No,No,56,Month-to-month,Fiber optic,No,Yes,Yes,No internet service,No,Credit card (automatic),94.57,5309.1,1
CUST-118249,Female,0,Yes,No,70,Month-to-month,Fiber optic,No,No,No,Yes,No,Electronic check,80.81,5659.25,0
CUST-118250,Male,0,No,No,33,One year,Fiber optic,No,Yes,Yes,No,Yes,Mailed check,94.04,3092.52,0
CUST-118251,Male,0,No,Yes,20,Month-to-month,Fiber optic,Yes,No,No,Yes,No,Electronic check,88.04,1782.37,1
CUST-118252,Male,1,No,No,28,Month-to-month,DSL,Yes,No,No internet service,Yes,Yes,Credit card (automatic),65.01,1832.05,1
CUST-118253,Male,0,No,No,66,Month-to-month,Fiber optic,No,No internet service,No,No,Yes,Credit card (automatic),73.84,4880.56,0
CUST-118254,Female,0,Yes,Yes,69,Two year,DSL,Yes,No,No internet service,Yes,No,Bank transfer (automatic),61.3,4215.45,0
CUST-118255,Female,0,Yes,No,43,One year,DSL,Yes,No,No,No internet service,Yes,Electronic check,58.33,2494.39,0
CUST-118256,Female,0,No,No,1,Month-to-month,Fiber optic,Yes,No internet service,Yes,Yes,Yes,Bank transfer (automatic),102.09,96.32,1
CUST-118257,Female,0,Yes,No,53,Month-to-month,No,No,No,No internet service,No,Yes,Electronic check,21.27,1148.98,0
CUST-118258,Male,0,No,No,1,Month-to-month,No,No,Yes,Yes,No internet service,Yes,Credit card (automatic),24.19,14.53,1
CUST-118259,Male,0,No,No,32,Two year,DSL,No,Yes,No,No,Yes,Electronic check,33.26,1054.82,0
CUST-118260,Female,0,No,No,47,One year,No,No,No internet service,No internet service,No,No,Electronic check,18.0,825.76,0
CUST-118261,Male,0,Yes,Yes,52,One year,DSL,No,No internet service,No internet service,No internet service,No,Credit card (automatic),39.84,,0
CUST-118262,Female,0,Yes,Yes,56,One year,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),34.84,1944.17,0
CUST-118263,Female,0,No,Yes,60,Two year,Fiber optic,Yes,No,Yes,No internet service,Yes,Electronic check,86.02,5205.03,0
CUST-118264,Male,0,Yes,No,3,One year,Fiber optic,No,Yes,No,No,Yes,Credit card (automatic),72.75,215.41,0
CUST-118265,Female,0,Yes,No,39,One year,No,No,No,No internet service,No,No,Bank transfer (automatic),18.0,709.94,0
CUST-118266,Female,0,No,No,43,One year,Fiber optic,No,No internet service,No,Yes,Yes,Electronic check,72.79,3132.84,1
CUST-118267,Male,0,Yes,No,45,Month-to-month,Fiber optic,Yes,No,No internet service,No internet service,No,Credit card (automatic),75.08,3344.2,1
CUST-118268,Female,1,No,Yes,19,Two year,No,No,No,No,Yes,Yes,Bank transfer (automatic),39.64,694.98,0
CUST-118269,Male,0,No,No,21,One year,DSL,No,No internet service,No internet service,Yes,No,Mailed check,58.1,1208.54,0
CUST-118270,Female,0,No,No,22,Month-to-month,Fiber optic,Yes,No internet service,No,Yes,Yes,Electronic check,84.53,1828.83,1
CUST-118271,Female,0,No,No,23,One year,No,No,No,No,No,Yes,Credit card (automatic),22.23,513.94,0
CUST-118272,Female,0,No,No,27,One year,Fiber optic,No,Yes,No,Yes,No,Mailed check,83.7,2272.56,0
CUST-118273,Male,1,No,Yes,3,Month-to-month,DSL,No,No internet service,No,Yes,Yes,Electronic check,51.5,142.65,1
CUST-118274,Female,0,No,No,71,Two year,DSL,No,Yes,Yes,No,Yes,Credit card (automatic),62.74,4436.23,0
CUST-118275,Male,0,No,No,7,Two year,Fiber optic,Yes,Yes,Yes,Yes,No,Credit card (automatic),99.23,691.61,0
CUST-118276,Female,0,No,No,72,Month-to-month,DSL,Yes,No,No,Yes,Yes,Electronic check,61.64,4450.36,0
CUST-118277,Female,0,No,No,40,Two year,No,No,No internet service,Yes,No,Yes,Mailed check,25.92,1012.3,0
CUST-118278,Male,1,Yes,Yes,59,Month-to-month,No,No,No internet service,Yes,No,Yes,Mailed check,30.46,1764.69,0
CUST-118279,Female,1,Yes,No,2,Month-to-month,No,No,No,No,No,Yes,Bank transfer (automatic),18.0,32.01,1
CUST-118280,Female,0,No,Yes,44,Month-to-month,DSL,No,Yes,No internet service,No,No,Bank transfer (automatic),49.3,2159.48,1
CUST-118281,Female,0,No,Yes,5,Month-to-month,Fiber optic,No,No internet service,Yes,No,Yes,Bank transfer (automatic),73.87,352.64,1
CUST-118282,Female,0,Yes,No,55,Month-to-month,DSL,Yes,No,Yes,No,No,Credit card (automatic),72.25,3938.56,1
CUST-118283,Female,0,No,No,43,Month-to-month,DSL,Yes,No,Yes,No,Yes,Bank transfer (automatic),63.66,2728.23,0
CUST-118284,Female,0,No,No,23,Two year,Fiber optic,No,No,No,No,Yes,Electronic check,77.23,1764.78,0
CUST-118285,Female,0,No,No,58,One year,DSL,No,Yes,No,Yes,Yes,Credit card (automatic),53.53,3076.13,0
CUST-118286,Male,0,Yes,No,7,Month-to-month,DSL,No,No internet service,No internet service,Yes,No,Credit card (automatic),56.28,364.97,1
CUST-118287,Male,1,Yes,No,31,One year,Fiber optic,Yes,No internet service,No,No internet service,Yes,Electronic check,80.85,2478.08,0
CUST-118288,Male,0,Yes,No,16,Month-to-month,DSL,No,No,No,Yes,Yes,Electronic check,55.77,946.21,1
CUST-118289,Male,1,No,No,31,Month-to-month,No,No,No,No internet service,No internet service,Yes,Mailed check,20.15,581.79,0
CUST-118290,Female,0,No,No,55,One year,DSL,No,No,No internet service,No,Yes,Mailed check,42.59,2306.12,0
CUST-118291,Female,0,Yes,No,60,Month-to-month,No,No,No internet service,No,No internet service,No,Credit card (automatic),27.83,1661.73,0
CUST-118292,Male,0,No,Yes,30,Two year,No,No,No,Yes,No internet service,Yes,Electronic check,26.96,786.79,0
CUST-118293,Male,0,No,No,69,Month-to-month,DSL,No,No,No,Yes,Yes,Bank transfer (automatic),62.96,4331.08,1
CUST-118294,Male,0,Yes,No,39,Two year,Fiber optic,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),91.17,3554.68,0
CUST-118295,Female,0,Yes,No,6,One year,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,Credit card (automatic),75.2,458.53,0
CUST-118296,Male,0,Yes,No,37,Month-to-month,Fiber optic,Yes,No,No,Yes,Yes,Credit card (automatic),91.31,3394.63,1
CUST-118297,Female,1,No,Yes,32,Month-to-month,DSL,No,No,No internet service,Yes,Yes,Electronic check,50.97,1617.25,1
CUST-118298,Male,0,No,Yes,57,Month-to-month,Fiber optic,No,No internet service,No,Yes,No,Mailed check,78.86,4533.84,0
CUST-118299,Female,0,No,Yes,49,Two year,Fiber optic,No,No,No,No internet service,No,Mailed check,69.02,3373.77,0
CUST-118300,Female,0,Yes,No,30,Month-to-month,Fiber optic,No,Yes,No,Yes,No,Electronic check,91.23,2720.65,1
CUST-118301,Female,0,Yes,No,29,Month-to-month,DSL,No,No internet service,No internet service,No,Yes,Electronic check,44.01,1252.67,0
CUST-118302,Female,0,Yes,No,34,Month-to-month,Fiber optic,Yes,No,No,No,Yes,Credit card (automatic),70.61,2412.74,1
CUST-118303,Male,0,Yes,No,38,Month-to-month,No,Yes,No internet service,Yes,No internet service,Yes,Electronic check,45.71,1776.84,0
CUST-118304,Female,0,Yes,Yes,23,One year,No,No,No,No,No,Yes,Electronic check,18.0,436.86,0
CUST-118305,Female,0,No,No,22,Month-to-month,DSL,No,No,Yes,No,Yes,Bank transfer (automatic),46.19,1020.6,1
CUST-118306,Male,0,No,Yes,71,One year,DSL,No,No,No,Yes,No,Mailed check,52.77,3728.41,0
CUST-118307,Male,0,No,Yes,11,Two year,Fiber optic,No,No,Yes,Yes,Yes,Electronic check,88.16,976.8,0
CUST-118308,Male,1,Yes,No,54,Month-to-month,Fiber optic,Yes,No internet service,No internet service,No,No,Electronic check,77.51,4176.64,1
CUST-118309,Male,0,No,Yes,55,Two year,No,No,No,Yes,No,Yes,Electronic check,19.9,1140.25,0
CUST-118310,Female,1,Yes,No,65,Month-to-month,No,Yes,No,Yes,No,Yes,Bank transfer (automatic),33.27,2206.97,0
CUST-118311,Male,0,Yes,No,10,One year,DSL,Yes,No internet service,No internet service,Yes,Yes,Bank transfer (automatic),54.07,516.89,0
CUST-118312,Female,0,Yes,Yes,47,One year,Fiber optic,No,No internet service,No,No internet service,Yes,Electronic check,70.45,3290.47,1
CUST-118313,Male,0,No,Yes,39,Month-to-month,Fiber optic,No,No,No,No,No,Electronic check,65.34,2525.27,0
CUST-118314,Female,0,No,No,52,Month-to-month,No,No,Yes,Yes,No internet service,Yes,Credit card (automatic),29.41,1554.33,0
CUST-118315,Male,0,Yes,Yes,15,Month-to-month,No,No,No,Yes,No,No,Electronic check,19.76,310.29,0
CUST-118316,Male,0,Yes,Yes,13,Month-to-month,Fiber optic,Yes,No,No internet service,Yes,No,Credit card (automatic),88.79,1147.97,1
CUST-118317,Male,0,Yes,No,15,Two year,Fiber optic,No,No internet service,No internet service,No,Yes,Bank transfer (automatic),75.54,1144.83,0
CUST-118318,Male,1,Yes,No,29,Two year,DSL,No,No internet service,No,No,No,Electronic check,40.53,1189.22,0
CUST-118319,Female,0,Yes,No,17,Month-to-month,Fiber optic,No,No,Yes,No,Yes,Credit card (automatic),83.65,1460.69,1
CUST-118320,Female,0,Yes,No,5,Month-to-month,Fiber optic,No,No,No,No,Yes,Credit card (automatic),71.46,347.24,1
CUST-118321,Female,0,Yes,Yes,3,Month-to-month,Fiber optic,No,No internet service,Yes,No,Yes,Bank transfer (automatic),68.26,190.43,1
CUST-118322,Male,0,No,No,61,Month-to-month,No,No,No,No internet service,No,No,Credit card (automatic),18.91,1168.05,0
CUST-118323,Female,0,Yes,No,28,One year,Fiber optic,Yes,No,No internet service,No,No,Credit card (automatic),91.93,2584.41,0
CUST-118324,Female,0,No,No,70,Month-to-month,No,No,No,No,No internet service,Yes,Bank transfer (automatic),21.92,1546.9,0
CUST-118325,Female,0,No,Yes,31,Two year,No,No,Yes,Yes,No internet service,Yes,Credit card (automatic),18.37,550.07,0
CUST-118326,Female,0,No,No,72,Month-to-month,No,No,No internet service,No,No,Yes,Bank transfer (automatic),18.0,1326.46,0
CUST-118327,Female,0,No,Yes,19,Month-to-month,Fiber optic,Yes,No internet service,Yes,No,Yes,Electronic check,77.81,1486.31,1
CUST-118328,Female,0,No,No,25,Month-to-month,No,No,No internet service,No,Yes,No,Electronic check,34.28,857.15,1
CUST-118329,Male,0,No,Yes,8,Month-to-month,Fiber optic,Yes,No internet service,No,Yes,No,Mailed check,85.41,692.11,1
CUST-118330,Female,1,Yes,No,45,Month-to-month,No,No,No internet service,No,No internet service,Yes,Electronic check,18.0,806.83,0
CUST-118331,Male,0,No,No,67,Two year,No,Yes,No,No,Yes,No,Electronic check,50.01,3353.63,0
CUST-118332,Male,1,Yes,No,33,One year,DSL,No,No,No,Yes,Yes,Electronic check,47.65,1568.99,0
CUST-118333,Female,0,No,Yes,27,Two year,Fiber optic,Yes,No,No,Yes,No,Electronic check,99.43,2683.12,0
CUST-118334,Male,0,Yes,Yes,69,One year,Fiber optic,No,No,Yes,Yes,No,Mailed check,78.37,5409.09,0
CUST-118335,Female,0,Yes,No,72,One year,Fiber optic,Yes,Yes,No,Yes,No,Mailed check,95.74,6896.81,0
CUST-118336,Male,0,No,Yes,33,Two year,DSL,Yes,No internet service,Yes,Yes,Yes,Credit card (automatic),58.15,1922.59,0
CUST-118337,Female,0,Yes,No,70,One year,DSL,No,No internet service,No,Yes,No,Mailed check,63.92,4467.59,0
CUST-118338,Female,0,No,No,45,Month-to-month,DSL,Yes,No,No internet service,No,Yes,Credit card (automatic),44.85,2032.8,1
CUST-118339,Female,1,Yes,No,47,One year,DSL,No,No,No,Yes,No,Bank transfer (automatic),53.16,2507.75,0
CUST-118340,Female,0,No,No,45,Month-to-month,DSL,Yes,Yes,Yes,No internet service,Yes,Credit card (automatic),65.79,2932.42,1
CUST-118341,Female,0,No,No,49,Two year,No,No,No internet service,No,No internet service,Yes,Bank transfer (automatic),18.0,882.97,0
CUST-118342,Female,0,Yes,Yes,36,Two year,DSL,Yes,No internet service,No internet service,Yes,Yes,Mailed check,57.29,2075.22,0
CUST-118343,Female,0,Yes,No,25,One year,DSL,No,Yes,No,No,Yes,Mailed check,40.97,1052.28,0
CUST-118344,Female,1,Yes,Yes,46,One year,No,No,No,No,Yes,Yes,Credit card (automatic),25.35,1160.09,0
CUST-118345,Male,1,No,Yes,67,Month-to-month,Fiber optic,Yes,No,No,Yes,No,Credit card (automatic),89.79,6012.6,1
CUST-118346,Female,1,Yes,Yes,55,One year,DSL,No,No,Yes,No,Yes,Electronic check,64.84,3544.96,0
CUST-118347,Female,0,No,No,55,Month-to-month,No,No,No,Yes,No,No,Electronic check,24.33,1336.32,1
CUST-118348,Male,0,Yes,Yes,39,Month-to-month,Fiber optic,Yes,No,No internet service,No,No,Electronic check,85.26,3333.76,1
CUST-118349,Female,0,Yes,No,66,Two year,DSL,No,No internet service,No,No,Yes,Bank transfer (automatic),48.97,3242.05,0
CUST-118350,Male,0,Yes,No,26,Month-to-month,Fiber optic,Yes,No,No internet service,Yes,Yes,Electronic check,89.86,2330.08,1
CUST-118351,Female,0,Yes,No,4,Month-to-month,DSL,Yes,No internet service,Yes,Yes,Yes,Mailed check,63.02,286.52,1
CUST-118352,Male,0,Yes,No,25,One year,Fiber optic,No,No internet service,No,Yes,Yes,Credit card (automatic),65.05,1610.45,1
CUST-118353,Female,0,Yes,No,72,One year,Fiber optic,No,No internet service,No internet service,Yes,No,Electronic check,80.02,5826.07,0
CUST-118354,Female,0,No,No,72,Month-to-month,No,No,Yes,No,No internet service,Yes,Mailed check,29.49,2140.67,0
CUST-118355,Female,0,No,Yes,5,One year,DSL,No,No,No internet service,Yes,Yes,Credit card (automatic),47.99,210.02,0
CUST-118356,Female,0,Yes,No,71,Month-to-month,Fiber optic,No,Yes,No internet service,Yes,No,Electronic check,92.48,6560.18,0
CUST-118357,Female,0,Yes,No,10,Month-to-month,DSL,Yes,No,No,No,No,Credit card (automatic),52.4,547.29,1
CUST-118358,Male,0,Yes,Yes,62,Month-to-month,DSL,No,No,No,Yes,No,Credit card (automatic),50.61,3130.85,0
CUST-118359,Male,0,No,No,39,One year,No,No,No internet service,Yes,No internet service,Yes,Credit card (automatic),26.07,1019.95,0
CUST-118360,Male,0,Yes,No,18,Month-to-month,Fiber optic,No,No internet service,Yes,Yes,No,Credit card (automatic),85.25,1553.83,0
CUST-118361,Female,0,No,No,62,Month-to-month,Fiber optic,No,No,No,Yes,No,Bank transfer (automatic),76.22,4727.59,0
CUST-118362,Male,0,Yes,No,32,Month-to-month,No,Yes,No,No,Yes,Yes,Mailed check,38.15,1239.18,0
CUST-118363,Female,0,No,No,35,Month-to-month,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Mailed check,79.1,2759.96,1
CUST-118364,Male,0,No,No,24,Two year,No,Yes,No,No,No,No,Electronic check,26.46,649.43,0
CUST-118365,Female,0,No,No,37,Month-to-month,No,Yes,No,No internet service,Yes,Yes,Electronic check,35.67,1306.95,1
CUST-118366,Male,0,Yes,Yes,61,Two year,No,No,Yes,No,No,Yes,Bank transfer (automatic),26.0,1609.05,0
CUST-118367,Female,0,Yes,Yes,64,Month-to-month,Fiber optic,No,Yes,Yes,No internet service,No,Credit card (automatic),88.8,5690.42,0
CUST-118368,Female,1,No,No,69,Month-to-month,No,No,No,No,No internet service,No,Mailed check,18.8,1300.44,0
CUST-118369,Male,0,No,No,49,Month-to-month,Fiber optic,No,No internet service,No internet service,No,Yes,Electronic check,58.8,2899.15,0
CUST-118370,Female,0,Yes,Yes,6,One year,Fiber optic,No,No internet service,No internet service,No,No,Mailed check,68.09,386.89,0
CUST-118371,Male,0,Yes,Yes,35,One year,Fiber optic,Yes,No,No,No,Yes,Electronic check,78.7,2785.61,1
CUST-118372,Male,0,Yes,Yes,0,Month-to-month,DSL,No,No,No,No,No,Mailed check,52.0,9.88,1
CUST-118373,Male,0,Yes,No,27,Month-to-month,Fiber optic,No,No,Yes,No,No,Mailed check,74.9,2031.32,1
CUST-118374,Male,0,No,No,27,Two year,Fiber optic,No,No internet service,No,No internet service,Yes,Bank transfer (automatic),66.06,1776.32,0
CUST-118375,Female,0,No,No,7,One year,No,Yes,Yes,No internet service,Yes,Yes,Electronic check,42.41,284.0,0
CUST-118376,Female,0,No,Yes,41,Month-to-month,Fiber optic,No,No internet service,Yes,Yes,Yes,Mailed check,86.23,3533.16,1
CUST-118377,Male,0,No,No,71,Month-to-month,No,No,Yes,No,Yes,No,Credit card (automatic),19.8,1379.23,0
CUST-118378,Male,0,No,Yes,4,Month-to-month,Fiber optic,Yes,No,No,Yes,No,Mailed check,72.79,293.01,1
CUST-118379,Female,0,Yes,No,9,Month-to-month,No,No,No,No,No internet service,Yes,Bank transfer (automatic),20.66,153.55,1
CUST-118380,Female,0,No,Yes,15,One year,DSL,Yes,No,No,No,Yes,Credit card (automatic),47.1,680.81,0
CUST-118381,Female,0,Yes,No,60,Month-to-month,DSL,No,No,No,Yes,Yes,Electronic check,55.66,3329.94,1
CUST-118382,Female,0,No,No,44,Month-to-month,No,Yes,Yes,Yes,No,Yes,Mailed check,41.69,1819.29,0
CUST-118383,Female,0,No,No,3,Two year,No,Yes,No,No,No internet service,No,Bank transfer (automatic),23.91,59.36,0
CUST-118384,Female,0,Yes,Yes,15,One year,DSL,Yes,No,No,No,No,Bank transfer (automatic),65.77,975.63,0
CUST-118385,Male,0,Yes,No,14,Month-to-month,Fiber optic,Yes,No,Yes,Yes,No,Bank transfer (automatic),89.37,1248.29,1
CUST-118386,Male,0,Yes,Yes,34,Month-to-month,DSL,Yes,No,Yes,No,Yes,Electronic check,60.39,2072.54,0
CUST-118387,Male,1,Yes,Yes,3,Month-to-month,DSL,No,Yes,No,No internet service,No,Electronic check,45.51,157.75,1
CUST-118388,Male,0,No,Yes,68,Month-to-month,DSL,Yes,Yes,No,No internet service,No,Electronic check,54.54,3698.85,0
CUST-118389,Male,0,No,Yes,38,Month-to-month,Fiber optic,No,No internet service,No,No,Yes,Electronic check,69.45,2589.62,1
CUST-118390,Female,1,Yes,No,36,Two year,DSL,No,No internet service,No,Yes,Yes,Mailed check,49.03,1760.01,0
CUST-118391,Female,0,Yes,No,46,One year,DSL,No,Yes,No,Yes,Yes,Electronic check,60.19,2764.7,0
CUST-118392,Female,0,Yes,Yes,45,Month-to-month,No,Yes,No,Yes,No internet service,Yes,Bank transfer (automatic),43.61,1973.23,0
CUST-118393,Female,0,No,Yes,43,One year,Fiber optic,Yes,No internet service,Yes,No,Yes,Bank transfer (automatic),84.07,3605.34,0
CUST-118394,Female,0,No,No,72,Month-to-month,No,No,No internet service,No,Yes,Yes,Electronic check,19.15,1385.69,0
CUST-118395,Female,0,Yes,Yes,16,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,Electronic check,85.11,1367.55,1
